query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	database
WP_144961213.1	AF-A0A559PMF5-F1-model_v6	1.0	312	0	0	1	312	1	312	9.288e-30	1420	uniprot
WP_026754679.1	AF-A0A958TNN0-F1-model_v6	0.775	299	66	0	1	299	1	296	7.978e-30	1420	uniprot
WP_144726804.1	AF-A0A1I5AVJ9-F1-model_v6	0.627	266	99	0	1	266	12	277	2.017e-34	1419	uniprot
WP_119028893.1	AF-A0A520Z6M1-F1-model_v6	0.527	311	146	0	1	309	1	311	9.559e-32	1418	uniprot
WP_036824973.1	AF-A0A9X1VNP7-F1-model_v6	0.706	273	74	0	12	284	12	265	9.469e-31	1417	uniprot
WP_089662021.1	AF-A0A285X197-F1-model_v6	0.648	241	84	0	1	240	1	241	3.565e-27	1417	uniprot
WP_148304575.1	AF-T2KJC8-F1-model_v6	1.0	227	0	0	1	227	1	227	3.721e-32	1417	uniprot
WP_101448118.1	AF-A0A2N3T771-F1-model_v6	0.939	338	21	0	1	338	1	338	3.783e-33	1416	uniprot
WP_148264628.1	AF-A0A550I443-F1-model_v6	0.665	275	91	0	1	273	1	275	3.089e-35	1416	uniprot
WP_051605518.1	AF-A0A917LM28-F1-model_v6	0.633	240	87	0	1	239	1	240	1.82e-30	1416	uniprot
WP_089662771.1	AF-A0A9X1LIN4-F1-model_v6	0.682	292	93	0	2	293	3	294	6.294e-35	1414	uniprot
WP_036825740.1	AF-A0A099Y047-F1-model_v6	0.973	227	6	0	1	227	1	227	6.850000000000001e-31	1412	uniprot
WP_038530022.1	AF-A0A917LM28-F1-model_v6	0.621	235	89	0	4	238	6	240	1.5370000000000001e-32	1411	uniprot
WP_038529298.1	AF-A0A2V4VT76-F1-model_v6	0.576	347	142	0	1	336	6	352	1.885e-30	1409	uniprot
WP_036828074.1	AF-A0A099XNU4-F1-model_v6	1.0	328	0	0	1	328	1	328	2.0990000000000003e-34	1408	uniprot
WP_026754824.1	AF-A0A2E1AP43-F1-model_v6	0.671	262	86	0	2	263	9	270	3.226e-34	1408	uniprot
WP_011708488.1	AF-A0A1L3J4S8-F1-model_v6	0.687	291	91	0	1	291	1	291	8.369e-35	1407	uniprot
WP_119027664.1	AF-A0A4Q9FRX7-F1-model_v6	0.671	282	92	0	1	282	1	282	1.6170000000000003e-30	1406	uniprot
WP_144725750.1	AF-A0A2S0HV39-F1-model_v6	0.646	249	87	0	1	246	1	249	1.422e-31	1406	uniprot
WP_011710967.1	AF-A0A285X197-F1-model_v6	0.619	241	91	0	1	240	1	241	1.736e-27	1404	uniprot
WP_143273699.1	AF-A0A2N3TE49-F1-model_v6	1.0	319	0	0	2	320	18	336	1.373e-30	1401	uniprot
WP_119029648.1	AF-A0A397LHK2-F1-model_v6	0.965	232	8	0	1	232	1	232	1.535e-30	1401	uniprot
WP_119029300.1	AF-A0A1D8PA66-F1-model_v6	0.595	262	106	0	7	268	255	516	2.696e-34	1400	uniprot
WP_089662307.1	AF-A0A1H1P683-F1-model_v6	0.969	228	7	0	1	228	1	228	1.1580000000000001e-30	1400	uniprot
WP_242404028.1	AF-A0A9X1I7H6-F1-model_v6	0.651	287	99	0	13	296	14	300	1.6780000000000002e-31	1398	uniprot
WP_089661181.1	AF-A0A1H1L5B9-F1-model_v6	1.0	269	0	0	1	269	1	269	1.4540000000000001e-36	1397	uniprot
WP_035716255.1	AF-A0A9X2A6Y0-F1-model_v6	0.646	262	92	0	1	261	1	262	8.855e-35	1396	uniprot
WP_157717333.1	AF-A0A7K1LNZ6-F1-model_v6	0.657	254	87	0	1	254	1	254	2.936e-34	1396	uniprot
WP_091894231.1	AF-A0A1H1PZB7-F1-model_v6	1.0	227	0	0	1	227	1	227	1.436e-30	1392	uniprot
WP_089661287.1	AF-A0A1H1LAX0-F1-model_v6	1.0	239	0	0	1	239	1	239	6.677000000000001e-31	1391	uniprot
WP_144726234.1	AF-A0A0D5YSJ7-F1-model_v6	0.599	232	92	0	6	237	5	235	1.5890000000000002e-26	1391	uniprot
WP_038529911.1	AF-A0A1I3QE99-F1-model_v6	0.614	301	116	0	1	301	1	301	1.2809999999999999e-33	1390	uniprot
WP_119027868.1	AF-A0A2M7NV14-F1-model_v6	0.591	284	116	0	1	284	1	284	2.031e-24	1389	uniprot
WP_156109141.1	AF-A0A099XYT2-F1-model_v6	1.0	201	0	0	1	201	43	243	4.512e-27	1389	uniprot
WP_011709987.1	AF-A0M389-F1-model_v6	1.0	248	0	0	1	248	1	248	6.213e-25	1388	uniprot
WP_119029178.1	AF-A0A2S7WZM7-F1-model_v6	0.523	357	168	0	1	353	1	357	3.863e-25	1386	uniprot
WP_026755276.1	AF-A0A2E2EWK6-F1-model_v6	0.73	245	66	0	1	245	1	244	4.1e-30	1386	uniprot
WP_148264594.1	AF-A0A9X2A6Y0-F1-model_v6	0.655	261	90	0	1	261	1	261	8.056e-34	1385	uniprot
WP_119028444.1	AF-A0A397LBU7-F1-model_v6	1.0	253	0	0	1	253	1	253	7.029e-27	1384	uniprot
WP_026755748.1	AF-A0A2N3HPY9-F1-model_v6	0.514	302	146	0	15	315	9	310	1.8080000000000002e-28	1383	uniprot
WP_011708877.1	AF-A0A542AXL3-F1-model_v6	0.666	255	84	0	1	252	1	255	9.973e-34	1383	uniprot
WP_089661787.1	AF-A0A2M8XYI3-F1-model_v6	0.481	318	159	0	1	307	33	350	1.773e-28	1382	uniprot
WP_119028172.1	AF-A0A554VCK6-F1-model_v6	0.494	272	137	0	1	272	1	272	1.318e-33	1382	uniprot
WP_101449506.1	AF-A0A2G2P339-F1-model_v6	0.54	287	132	0	1	287	1	287	1.742e-28	1381	uniprot
WP_119029592.1	AF-A0A9E0S7T5-F1-model_v6	0.342	431	283	0	1	431	1	431	7.046999999999999e-22	1380	uniprot
WP_144726836.1	AF-A0A7Y3MQ52-F1-model_v6	0.62	308	117	0	4	311	2	309	1.309e-24	1380	uniprot
WP_089663308.1	AF-A0A1H1QYH5-F1-model_v6	1.0	221	0	0	1	221	1	221	2.802e-29	1380	uniprot
WP_144960802.1	AF-A0A559PLV8-F1-model_v6	1.0	254	0	0	1	254	1	254	3.202e-34	1379	uniprot
WP_101448047.1	AF-A0A2N3T6Y5-F1-model_v6	0.974	234	6	0	1	234	1	234	1.545e-29	1379	uniprot
WP_011708469.1	AF-A0A8T7FKD8-F1-model_v6	0.522	308	144	0	2	309	5	307	7.094e-35	1375	uniprot
WP_119028330.1	AF-A0A397LD59-F1-model_v6	0.979	287	6	0	1	287	1	287	6.085e-28	1373	uniprot
WP_036824001.1	AF-A0A7L8ADT7-F1-model_v6	0.613	356	135	0	1	356	1	351	1.4299999999999999e-33	1372	uniprot
WP_143273651.1	AF-A0A941C810-F1-model_v6	0.659	238	80	0	1	237	1	238	5.988000000000001e-31	1371	uniprot
WP_119030609.1	AF-A0A958MMG9-F1-model_v6	0.831	231	39	0	1	231	1	230	3.964e-33	1370	uniprot
WP_143273544.1	AF-A0A504JFR7-F1-model_v6	0.644	304	107	0	3	304	37	340	8.32e-32	1369	uniprot
WP_101446201.1	AF-A0A2N3T360-F1-model_v6	1.0	235	0	0	1	235	1	235	5.419000000000001e-28	1369	uniprot
WP_091894079.1	AF-A0A0D7W8S1-F1-model_v6	0.518	301	144	0	1	300	2	302	1.73e-32	1368	uniprot
WP_144726838.1	AF-A0A3D4IS67-F1-model_v6	0.614	244	94	0	1	244	1	244	4.5579999999999997e-33	1368	uniprot
WP_101446646.1	AF-A0A162ZY40-F1-model_v6	0.839	274	44	0	1	274	1	274	8.684e-33	1367	uniprot
WP_144958774.1	AF-A0A559PIJ7-F1-model_v6	1.0	206	0	0	1	206	1	206	4.338e-30	1366	uniprot
WP_186435004.1	AF-A0A559PQG2-F1-model_v6	1.0	230	0	0	2	231	19	248	1.375e-27	1365	uniprot
WP_011710765.1	AF-A0M5G9-F1-model_v6	1.0	219	0	0	1	219	1	219	5.451e-29	1365	uniprot
WP_089663677.1	AF-A0A5B7XA24-F1-model_v6	0.739	368	96	0	31	398	37	404	1.6560000000000001e-25	1364	uniprot
WP_144961159.1	AF-A0A2E1AP43-F1-model_v6	0.671	262	86	0	2	263	9	270	1.0480000000000001e-32	1364	uniprot
WP_011709360.1	AF-A0A5B7XA24-F1-model_v6	0.739	368	96	0	31	398	37	404	2.645e-26	1363	uniprot
WP_101450526.1	AF-A0A2N3TEZ4-F1-model_v6	0.911	237	21	0	1	237	47	283	5.139e-29	1363	uniprot
WP_101449879.1	AF-A0A2N3TCQ0-F1-model_v6	1.0	235	0	0	10	244	1	235	1.423e-27	1363	uniprot
WP_144726410.1	AF-A0A397LIE5-F1-model_v6	0.969	199	6	0	1	199	1	199	2.832e-32	1363	uniprot
WP_119029737.1	AF-A0A5C7GEM1-F1-model_v6	0.553	354	153	0	3	356	22	365	1.41e-26	1361	uniprot
WP_026754891.1	AF-A0A327R1Y9-F1-model_v6	0.751	233	58	0	1	233	35	267	7.354000000000001e-31	1360	uniprot
WP_091894368.1	AF-A0A1H1Q7Z4-F1-model_v6	1.0	328	0	0	1	328	1	328	8.032000000000001e-28	1359	uniprot
WP_144726858.1	AF-A0A2D6Y956-F1-model_v6	0.462	277	143	0	1	266	2	278	3.2080000000000002e-34	1359	uniprot
WP_036823424.1	AF-A0A2K8X2Y3-F1-model_v6	0.643	258	92	0	1	258	1	258	2.373e-30	1359	uniprot
WP_156109195.1	AF-A0A7G9L862-F1-model_v6	0.713	223	63	0	9	230	12	234	3.008e-30	1357	uniprot
WP_119027677.1	AF-A0A397L6D1-F1-model_v6	1.0	209	0	0	1	209	3	211	1.3209999999999999e-29	1357	uniprot
WP_144725153.1	AF-A0A964A1L6-F1-model_v6	0.36	517	301	0	4	474	1	517	4.1820000000000005e-30	1355	uniprot
WP_011711352.1	AF-A0A2K9PM26-F1-model_v6	0.52	334	160	0	1	334	1	334	8.452e-32	1355	uniprot
WP_038529428.1	AF-T2KMY2-F1-model_v6	1.0	225	0	0	23	247	2	226	4.6809999999999996e-29	1355	uniprot
WP_199176854.1	AF-A0A3N4NGU4-F1-model_v6	0.676	303	98	0	1	303	1	303	5.638e-32	1354	uniprot
WP_144962405.1	AF-A0A1H1KWK1-F1-model_v6	0.733	285	76	0	3	286	39	323	5.327e-35	1354	uniprot
WP_119027623.1	AF-A0A397LGF5-F1-model_v6	1.0	201	0	0	1	201	1	201	3.598e-27	1354	uniprot
WP_101449535.1	AF-A0A2N3TBP4-F1-model_v6	1.0	275	0	0	1	275	1	275	1.9140000000000002e-31	1353	uniprot
WP_233195808.1	AF-A0A5Q0JTX4-F1-model_v6	0.425	482	271	0	1	472	112	593	1.444e-25	1351	uniprot
WP_091892106.1	AF-A0A3B1EJK8-F1-model_v6	0.589	484	198	0	2	485	24	506	1.642e-33	1350	uniprot
WP_119028389.1	AF-A0A1G6BXD9-F1-model_v6	0.691	240	73	0	11	248	17	256	3.873e-32	1350	uniprot
WP_089661307.1	AF-A0A1H1KU05-F1-model_v6	0.943	265	15	0	1	265	1	265	3.6539999999999996e-29	1349	uniprot
WP_119027546.1	AF-A0A4Q0XMF3-F1-model_v6	0.519	392	188	0	1	392	1	391	1.0799999999999999e-23	1348	uniprot
WP_101449364.1	AF-A0A2N3TB24-F1-model_v6	1.0	264	0	0	1	264	1	264	1.55e-33	1348	uniprot
WP_144958532.1	AF-A0A559PI54-F1-model_v6	1.0	241	0	0	1	241	1	241	5.192e-25	1346	uniprot
WP_036820527.1	AF-A0AAU6P4T7-F1-model_v6	0.707	363	106	0	1	363	1	363	1.7389999999999998e-29	1345	uniprot
WP_051774691.1	AF-A0A1Y1CKJ6-F1-model_v6	0.625	296	107	0	1	286	13	308	1.028e-27	1345	uniprot
WP_148304612.1	AF-A0A516GM00-F1-model_v6	0.591	279	114	0	23	301	2	280	2.8690000000000003e-31	1345	uniprot
WP_156109181.1	AF-A0A4P6YHQ6-F1-model_v6	0.631	303	111	0	4	305	1	303	8.867e-31	1344	uniprot
WP_119028472.1	AF-A0A397LBX6-F1-model_v6	1.0	262	0	0	1	262	1	262	2.621e-27	1343	uniprot
WP_101447624.1	AF-A0A2N3T5N8-F1-model_v6	1.0	204	0	0	1	204	1	204	9.821e-35	1343	uniprot
WP_144725147.1	AF-A0A7Y3EJ80-F1-model_v6	0.518	344	163	0	14	353	13	356	3.293e-30	1342	uniprot
WP_143273538.1	AF-A0A1Q3GUT9-F1-model_v6	0.568	283	118	0	9	291	1	273	6.701e-31	1341	uniprot
WP_119030400.1	AF-A0A975CQN7-F1-model_v6	0.56	280	121	0	20	299	1	277	3.402e-32	1341	uniprot
WP_148304572.1	AF-T2KKH4-F1-model_v6	1.0	211	0	0	1	211	1	211	8.017000000000001e-26	1340	uniprot
WP_119028948.1	AF-A0A397LK95-F1-model_v6	1.0	193	0	0	1	193	1	193	1.059e-32	1340	uniprot
WP_011708178.1	AF-A0LXZ5-F1-model_v6	1.0	289	0	0	1	289	1	289	1.949e-27	1339	uniprot
WP_144727106.1	AF-A0A397LD68-F1-model_v6	0.946	262	14	0	1	262	1	262	7.096e-27	1339	uniprot
WP_101451157.1	AF-A0A918QSK1-F1-model_v6	0.552	259	115	0	1	259	1	258	3.4050000000000004e-30	1339	uniprot
WP_037348945.1	AF-A0A1Z7ZZA1-F1-model_v6	0.591	230	93	0	1	229	2	231	4.489e-29	1339	uniprot
WP_011710169.1	AF-A0A9X1LIN4-F1-model_v6	0.668	290	96	0	1	290	1	290	1.7629999999999998e-33	1337	uniprot
WP_144963178.1	AF-A0A5C6ZW00-F1-model_v6	0.883	240	28	0	1	240	1	239	4.24e-33	1337	uniprot
WP_091895605.1	AF-A0A5C4SSE8-F1-model_v6	0.491	337	170	0	1	337	1	335	3.86e-30	1336	uniprot
WP_144959860.1	AF-A0A2G5KCQ8-F1-model_v6	0.661	284	94	0	12	290	26	309	1.455e-25	1335	uniprot
WP_119030578.1	AF-A0A1M6FF86-F1-model_v6	0.611	306	118	0	1	306	1	305	2.237e-23	1334	uniprot
WP_036825578.1	AF-A0A559S3L2-F1-model_v6	0.657	269	92	0	2	270	3	270	1.763e-26	1334	uniprot
WP_036823419.1	AF-A0A099XYR1-F1-model_v6	1.0	202	0	0	45	246	2	203	2.8160000000000005e-26	1334	uniprot
WP_101448525.1	AF-A0A2N3T8G2-F1-model_v6	1.0	246	0	0	1	246	1	246	5.8e-27	1333	uniprot
WP_038529763.1	AF-A0A0D5YSJ7-F1-model_v6	0.582	237	98	0	1	237	1	235	1.4910000000000001e-25	1333	uniprot
WP_144726700.1	AF-A0A397LJT6-F1-model_v6	0.986	222	3	0	1	222	1	222	6.155000000000001e-28	1333	uniprot
WP_026754473.1	AF-M7ML62-F1-model_v6	0.438	383	208	0	8	390	9	379	1.031e-27	1332	uniprot
WP_091893642.1	AF-A0A1H1P2X4-F1-model_v6	1.0	318	0	0	1	318	1	318	1.92e-29	1332	uniprot
WP_101450842.1	AF-A0A7Y2A1J8-F1-model_v6	0.547	243	108	0	12	254	8	246	3.8449999999999995e-33	1332	uniprot
WP_101447656.1	AF-A0A504J277-F1-model_v6	0.601	258	102	0	13	270	13	269	1.14e-31	1331	uniprot
WP_144960506.1	AF-A0A559PL64-F1-model_v6	1.0	193	0	0	1	193	1	193	2.093e-29	1331	uniprot
WP_144726989.1	AF-A0A2K1DWV8-F1-model_v6	0.71	211	61	0	3	213	34	244	4.633e-30	1330	uniprot
WP_119030556.1	AF-A0A1V1ZKP6-F1-model_v6	0.686	273	84	0	1	270	1	273	1.428e-30	1327	uniprot
WP_089663021.1	AF-A0A1H1QEQ6-F1-model_v6	1.0	245	0	0	1	245	1	245	1.415e-24	1327	uniprot
WP_036819487.1	AF-A0A945EW94-F1-model_v6	0.754	281	69	0	1	281	1	281	3.893e-33	1326	uniprot
WP_144725320.1	AF-A3U5H8-F1-model_v6	0.637	261	94	0	6	265	33	293	3.56e-27	1326	uniprot
WP_101447778.1	AF-A0A2N3T623-F1-model_v6	1.0	249	0	0	1	249	1	249	2.866e-30	1325	uniprot
WP_036828097.1	AF-A0A099XPP1-F1-model_v6	0.986	286	4	0	1	286	1	286	4.651e-32	1323	uniprot
WP_091892816.1	AF-A0A1H1MWF3-F1-model_v6	1.0	202	0	0	1	202	1	202	3.1900000000000003e-31	1323	uniprot
WP_011710636.1	AF-A0M538-F1-model_v6	1.0	235	0	0	1	235	1	235	2.239e-33	1322	uniprot
WP_101450084.1	AF-A0A2N1F7M8-F1-model_v6	0.554	366	162	0	1	366	1	365	4.9079999999999995e-23	1321	uniprot
WP_038529940.1	AF-T2KMG5-F1-model_v6	0.981	269	5	0	62	330	1	269	1.961e-30	1321	uniprot
WP_036824268.1	AF-A0A165QJV6-F1-model_v6	0.559	349	153	0	1	349	1	348	2.4460000000000003e-28	1320	uniprot
WP_038527708.1	AF-A0A165QJV6-F1-model_v6	0.573	347	148	0	1	347	2	348	1.9960000000000002e-31	1320	uniprot
WP_091893117.1	AF-A0A9X1I7H6-F1-model_v6	0.644	286	100	0	6	286	15	300	1.994e-28	1320	uniprot
WP_144958921.1	AF-A0A2G0CBG0-F1-model_v6	0.564	248	107	0	8	254	1	248	1.0940000000000001e-31	1320	uniprot
WP_144727112.1	AF-A0A397LGD8-F1-model_v6	0.98	261	5	0	1	261	1	261	5.301e-27	1319	uniprot
WP_144958534.1	AF-A0A559PI46-F1-model_v6	1.0	246	0	0	1	246	1	246	7.325e-24	1319	uniprot
WP_036819930.1	AF-A0A099Y2W6-F1-model_v6	1.0	219	0	0	32	250	1	219	1.9730000000000002e-25	1319	uniprot
WP_144726440.1	AF-A0A1D7XZJ9-F1-model_v6	0.686	283	88	0	7	288	3	285	2.825e-28	1318	uniprot
WP_144725004.1	AF-A3U773-F1-model_v6	0.756	255	62	0	43	297	2	256	1.366e-24	1317	uniprot
WP_101448492.1	AF-A0A2N3T8D3-F1-model_v6	1.0	249	0	0	1	249	1	249	2.003e-31	1315	uniprot
WP_089660790.1	AF-A0A1H1LRL0-F1-model_v6	0.498	326	163	0	15	340	15	340	5.419e-22	1313	uniprot
WP_038531028.1	AF-T2KNZ7-F1-model_v6	0.98	261	5	0	1	261	1	261	1.5460000000000002e-36	1313	uniprot
WP_101447798.1	AF-A0A1H7PJC2-F1-model_v6	0.554	266	118	0	1	265	3	268	5.426e-26	1312	uniprot
WP_144726091.1	AF-A0A2K8X2M3-F1-model_v6	0.516	298	143	0	1	298	1	297	1.741e-28	1311	uniprot
WP_101447606.1	AF-A0A023BXH3-F1-model_v6	0.856	283	41	0	1	283	1	283	4.897e-26	1311	uniprot
WP_026756057.1	AF-A0A327REL0-F1-model_v6	0.787	226	48	0	1	226	1	226	7.254000000000001e-26	1311	uniprot
WP_036826617.1	AF-A0A1H4D622-F1-model_v6	0.498	296	140	0	12	290	6	301	8.568000000000001e-28	1310	uniprot
WP_026755446.1	AF-A0A4U0EWK4-F1-model_v6	0.634	314	114	0	2	314	1	314	4.426e-23	1309	uniprot
WP_052108456.1	AF-A0A176TAQ4-F1-model_v6	0.692	263	81	0	1	263	1	263	2.196e-31	1308	uniprot
WP_144727003.1	AF-A0A397L9L1-F1-model_v6	0.967	248	8	0	1	248	1	248	7.217000000000001e-26	1308	uniprot
WP_081965054.1	AF-A0A099Y1C4-F1-model_v6	1.0	214	0	0	1	214	1	214	1.195e-28	1308	uniprot
WP_144725979.1	AF-A0A2N1G7V7-F1-model_v6	0.433	315	176	0	1	315	1	312	1.4430000000000001e-31	1307	uniprot
WP_144727025.1	AF-A0A2N0EPI7-F1-model_v6	0.868	244	32	0	1	244	1	244	1.451e-23	1307	uniprot
WP_011709692.1	AF-A0A9X1V3A9-F1-model_v6	0.651	283	98	0	10	292	11	293	1.327e-26	1306	uniprot
WP_158408975.1	AF-A0A3N4N8G6-F1-model_v6	0.938	225	14	0	18	242	3	227	7.979e-25	1306	uniprot
WP_091892111.1	AF-A0A644UGP2-F1-model_v6	0.732	213	57	0	1	213	17	229	2.719e-29	1306	uniprot
WP_101448919.1	AF-A0A3A9Y091-F1-model_v6	0.658	292	98	0	1	292	2	289	8.442000000000001e-26	1305	uniprot
WP_091896782.1	AF-A0A1H1SZL7-F1-model_v6	1.0	288	0	0	1	288	1	288	6.255e-27	1305	uniprot
WP_011710457.1	AF-A0M4K9-F1-model_v6	1.0	208	0	0	1	208	1	208	4.472000000000001e-28	1305	uniprot
WP_051605535.1	AF-A0A5D0QSB2-F1-model_v6	0.599	231	92	0	14	244	14	244	1.446e-31	1303	uniprot
WP_119029035.1	AF-A0A2I2DR82-F1-model_v6	0.87	193	25	0	1	193	21	213	1.827e-32	1303	uniprot
WP_144726995.1	AF-A0A8J8G6A6-F1-model_v6	0.661	319	107	0	30	348	2	319	2.848e-31	1302	uniprot
WP_157691879.1	AF-A2U1A5-F1-model_v6	0.588	289	119	0	15	303	24	312	1.2440000000000001e-30	1301	uniprot
WP_233195731.1	AF-A0A2K9PM26-F1-model_v6	0.537	329	152	0	4	332	6	334	1.855e-29	1300	uniprot
WP_144726579.1	AF-A0A8J3BL26-F1-model_v6	0.633	248	91	0	1	248	1	248	3.3970000000000004e-31	1300	uniprot
WP_101448475.1	AF-A0A2N3T8A8-F1-model_v6	0.9	304	30	0	1	304	1	304	1.203e-31	1299	uniprot
WP_036827674.1	AF-A0A918J6J5-F1-model_v6	0.723	253	69	0	1	253	1	251	1.702e-31	1299	uniprot
WP_101449563.1	AF-A0A023BNJ6-F1-model_v6	0.729	227	61	0	13	239	13	239	1.708e-27	1299	uniprot
WP_244270281.1	AF-A0A4Q0PRI0-F1-model_v6	0.526	285	134	0	7	290	9	293	2.631e-24	1298	uniprot
WP_144726831.1	AF-A0A397LJG6-F1-model_v6	0.932	223	15	0	1	223	1	223	2.346e-31	1298	uniprot
WP_091891732.1	AF-A0A1H1LLW3-F1-model_v6	1.0	276	0	0	1	276	1	276	4.696e-27	1297	uniprot
WP_119028825.1	AF-A0A397LBT3-F1-model_v6	1.0	191	0	0	1	191	1	191	2.24e-28	1295	uniprot
WP_143273616.1	AF-A0A2N3T7E7-F1-model_v6	1.0	254	0	0	1	254	23	276	3.3550000000000004e-30	1294	uniprot
WP_036827677.1	AF-A0AA96TYS5-F1-model_v6	0.873	385	49	0	1	385	1	385	3.7630000000000002e-28	1293	uniprot
WP_091894445.1	AF-A0A176TAD6-F1-model_v6	0.699	226	66	0	1	226	3	223	8.662e-27	1293	uniprot
WP_148304606.1	AF-T2KN95-F1-model_v6	1.0	219	0	0	4	222	23	241	9.444000000000001e-32	1292	uniprot
WP_089661814.1	AF-A0A1H1MNI1-F1-model_v6	1.0	214	0	0	1	214	1	214	1.515e-31	1292	uniprot
WP_143273710.1	AF-A0A2N3TF49-F1-model_v6	1.0	203	0	0	1	203	2	204	7.53e-28	1291	uniprot
WP_011709317.1	AF-A0M1A9-F1-model_v6	1.0	201	0	0	1	201	1	201	1.265e-34	1291	uniprot
WP_089662528.1	AF-A0A9X1UY88-F1-model_v6	0.618	286	109	0	1	286	1	286	9.319e-33	1290	uniprot
WP_038528499.1	AF-T2KKB4-F1-model_v6	0.935	200	13	0	1	200	1	200	8.871e-30	1289	uniprot
WP_036827694.1	AF-A0A3M8G7W6-F1-model_v6	0.532	273	127	0	1	272	1	273	3.805e-24	1288	uniprot
WP_199176881.1	AF-A0A2N3T8T5-F1-model_v6	1.0	264	0	0	1	264	1	264	2.928e-33	1287	uniprot
WP_091897713.1	AF-A0A165QJV6-F1-model_v6	0.573	347	148	0	3	349	2	348	1.116e-26	1286	uniprot
WP_144726136.1	AF-A0A5C7AI39-F1-model_v6	0.555	286	127	0	1	286	1	286	4.2209999999999996e-22	1286	uniprot
WP_052108560.1	AF-A0A099XXJ9-F1-model_v6	1.0	203	0	0	1	203	1	203	1.392e-31	1285	uniprot
WP_101449838.1	AF-A0A165QJV6-F1-model_v6	0.576	345	146	0	1	345	2	346	9.113e-28	1284	uniprot
WP_144726977.1	AF-A0A397LDL7-F1-model_v6	0.994	182	1	0	1	182	1	182	1.665e-27	1284	uniprot
WP_101450527.1	AF-A0A023BUB7-F1-model_v6	0.93	230	16	0	1	230	1	230	2.3910000000000003e-26	1282	uniprot
WP_119029202.1	AF-A0A3D9GQ13-F1-model_v6	0.583	270	112	0	1	270	33	301	3.763e-22	1281	uniprot
WP_101448990.1	AF-A0A1P8RT31-F1-model_v6	0.519	354	165	0	18	371	9	352	1.136e-32	1280	uniprot
WP_144727092.1	AF-A0A3B9N3Z4-F1-model_v6	0.518	242	115	0	1	242	1	240	9.15e-31	1280	uniprot
WP_144724866.1	AF-A0A6G7RV11-F1-model_v6	0.63	214	79	0	10	223	10	223	1.041e-27	1280	uniprot
WP_144726634.1	AF-A0A959BXY3-F1-model_v6	0.544	316	143	0	1	316	3	316	1.8069999999999999e-22	1279	uniprot
WP_091895643.1	AF-A0A1Y2PB91-F1-model_v6	0.555	342	152	0	2	343	1	342	5.903e-31	1278	uniprot
WP_144726561.1	AF-A0A397LAS7-F1-model_v6	0.937	266	17	0	1	266	1	266	1.8369999999999998e-29	1277	uniprot
WP_119029307.1	AF-A0A397LLA6-F1-model_v6	1.0	234	0	0	1	234	1	234	9.849e-31	1277	uniprot
WP_119030597.1	AF-A0A1V1ZGL7-F1-model_v6	0.75	264	66	0	9	272	2	265	3.251e-32	1276	uniprot
WP_038530850.1	AF-T2KNP5-F1-model_v6	1.0	244	0	0	1	244	1	244	5.88e-23	1276	uniprot
WP_222430237.1	AF-A0A559PR14-F1-model_v6	1.0	188	0	0	1	188	29	216	1.649e-28	1276	uniprot
WP_144726704.1	AF-A0A6P0ULU6-F1-model_v6	0.668	229	76	0	1	229	1	229	3.216e-32	1275	uniprot
WP_144725985.1	AF-A0A2N3HP20-F1-model_v6	0.647	227	78	0	1	227	1	223	3.378e-33	1275	uniprot
WP_101449187.1	AF-A0A023C0W7-F1-model_v6	0.9	251	25	0	38	288	1	251	1.065e-22	1274	uniprot
WP_101446978.1	AF-A0A2N3T4F3-F1-model_v6	1.0	225	0	0	1	225	1	225	3.4659999999999997e-23	1274	uniprot
WP_036827087.1	AF-A0A1Y0MAZ4-F1-model_v6	0.765	256	60	0	1	256	1	256	2.814e-24	1273	uniprot
WP_101446060.1	AF-A0A2N3T2X4-F1-model_v6	1.0	214	0	0	1	214	1	214	1.465e-27	1271	uniprot
WP_119027531.1	AF-A0A4Q0XNK9-F1-model_v6	0.748	270	68	0	1	270	1	270	6.322999999999999e-33	1270	uniprot
WP_038528744.1	AF-T2KKN8-F1-model_v6	1.0	195	0	0	1	195	1	195	5.763e-26	1270	uniprot
WP_144726035.1	AF-A0A238VM99-F1-model_v6	0.7	247	73	0	26	272	2	246	1.346e-30	1269	uniprot
WP_148304632.1	AF-A0A5C7AU77-F1-model_v6	0.826	242	42	0	1	242	1	242	3.762e-30	1269	uniprot
WP_036824352.1	AF-A0A1Y2PB91-F1-model_v6	0.581	342	143	0	2	343	1	342	3.103e-31	1268	uniprot
WP_036827911.1	AF-A0A099XKZ0-F1-model_v6	1.0	226	0	0	1	226	4	229	2.642e-22	1268	uniprot
WP_038529445.1	AF-T2KMY7-F1-model_v6	1.0	257	0	0	1	257	1	257	1.118e-27	1267	uniprot
WP_051774406.1	AF-T2KIJ0-F1-model_v6	1.0	190	0	0	11	200	1	190	1.4190000000000001e-25	1267	uniprot
WP_119028761.1	AF-A0A419W9S5-F1-model_v6	0.616	229	87	0	1	229	1	227	7.289e-32	1266	uniprot
WP_157717393.1	AF-A0A9X1LIS5-F1-model_v6	0.637	232	84	0	1	232	23	254	9.071e-30	1265	uniprot
WP_144963563.1	AF-A0A9X2KZ46-F1-model_v6	0.507	325	157	0	29	353	2	321	6.32e-21	1264	uniprot
